issue_id, type, status, resolution, component, priority, reporter, created, assigned, assignee, resolved, created, assigned, summary, description, affected_version, fixed_version, votes, watches, description_words, assingnee_count, comment_count, commenter, Surprising, Dormant, Blocker, Security, Performance, Breakage, commit_count, file_count, files
429,Bug,Resolved,Fixed,,Major,Mahadev konar,12.15447917,12.15447917,Mahadev konar,2012/06/07 01:52:31 +0100,12.15447917,12.15447917,/SUM fix bug jmx pars hbase/SUM,Fix bug with jmx parsing on HBase.,0.9.0,0.9.0,0,2,7,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
433,Bug,Resolved,Fixed,ambari-server,Major,Vikram Dixit K,12.05659722,12.05659722,Vikram Dixit K,2012/06/07 01:57:10 +0100,12.05659722,12.05659722,/SUM use servic stop instead killal uninstal/SUM,,0.9.0,0.9.0,0,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
435,Bug,Resolved,Fixed,ambari-server,Major,Vikram Dixit K,12.00842593,12.00842593,Vikram Dixit K,2012/06/07 01:59:22 +0100,12.00842593,12.00842593,/SUM uninstal need updat statu failur/SUM,This is to enable the routing layer to redirect appropriately.,0.9.0,0.9.0,0,1,10,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
442,Bug,Resolved,Fixed,,Major,Ramya Sunil,11.22752315,11.22752315,Ramya Sunil,2012/06/07 02:08:43 +0100,11.22752315,11.22752315,/SUM duplic definit class hdp hbase regionserv enabl ganglia/SUM,Duplicate definition: Class&#91;Hdp-hbase::Regionserver::Enable-ganglia&#93; is already defined; cannot redefine at /etc/puppet/agent/modules/hdp-ganglia/manifests/monitor.pp:37 on node ip-10-64-19-248.ec2.internal,0.9.0,0.9.0,0,2,14,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
449,Bug,Resolved,Fixed,,Major,Yusaku Sako,7.906805556,7.906805556,Yusaku Sako,2012/06/07 02:16:47 +0100,7.906805556,7.906805556,/SUM post cluster instal deploy url hmc html initializeclust php disabl/SUM,Install a cluster. Then go to http://&lt;host&gt;/hmc/html/initializeCluster.php URL. You get a page enter cluster name. If you enter a cluster name  existing install is wiped out. We need to disable this URL on an installed cluster.Only way to enable this should be uninstall.,0.9.0,0.9.0,0,2,43,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
450,Improvement,Resolved,Fixed,,Major,Yusaku Sako,7.889837963,7.889837963,Yusaku Sako,2012/06/07 02:22:24 +0100,7.889837963,7.889837963,/SUM boldifi redifi restart hmc messag nagio ganglia hmc host/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
455,Bug,Resolved,Fixed,,Major,vitthal (Suhas) Gogate,7.738900463,7.738900463,vitthal (Suhas) Gogate,2012/06/07 02:28:53 +0100,7.738900463,7.738900463,/SUM nagio show servic statu critic hbase instal/SUM,,0.9.0,0.9.0,0,2,1,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
466,Bug,Resolved,Fixed,ambari-server; ambari-web,Major,Vikram Dixit K,6.958043981,6.958043981,Vikram Dixit K,2012/06/07 02:47:24 +0100,6.958043981,6.958043981,/SUM add node page alert remov case ad duplic node/SUM,Alerts that are being shown needs to be changed to be compatible with current implementation of showing errors. A link now appears to 'Show the duplicate nodes' which shows the duplicate nodes.,0.9.0,0.9.0,0,1,32,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
467,Bug,Resolved,Fixed,,Major,Mahadev konar,6.873148148,6.873148148,Mahadev konar,2012/06/07 02:50:08 +0100,6.873148148,6.873148148,/SUM fix hive stop escap/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
468,Bug,Resolved,Fixed,,Major,Yusaku Sako,6.793865741,6.793865741,Yusaku Sako,2012/06/07 02:55:00 +0100,6.793865741,6.793865741,/SUM post instal add node updat progress titl success error messag reflect actual done/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
475,Bug,Resolved,Fixed,,Blocker,Yusaku Sako,6.151412037,6.111446759,Yusaku Sako,2012/06/07 03:02:41 +0100,6.151412037,6.111446759,/SUM add miss JS file make post cluster instal add node work/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
482,Bug,Resolved,Fixed,,Major,Yusaku Sako,6.001238426,6.001238426,Yusaku Sako,2012/06/07 03:17:53 +0100,6.001238426,6.001238426,/SUM show welcom page user user start configur cluster start deploy yet/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
486,Bug,Resolved,Fixed,,Major,Yusaku Sako,5.947222222,5.947222222,Yusaku Sako,2012/06/07 03:23:12 +0100,5.947222222,5.947222222,/SUM add node instal mysql server hive/SUM,Adding slave nodes post cluster install will install MySQL Server if Hive was selected as a service at the time of cluster installation.,0.9.0,0.9.0,0,2,24,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
488,Bug,Resolved,Fixed,,Major,Yusaku Sako,5.941134259,5.941134259,Yusaku Sako,2012/06/07 03:25:18 +0100,5.941134259,5.941134259,/SUM manag servic need way recov termin browser session/SUM,We need to block users from being able to start/stop services when we have a batch of start/stop activities are already in progress.Do something similar to deployment progress display and bring the user back to that modal status display which will end when we detect success/failure.,0.9.0,0.9.0,0,2,46,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
491,Bug,Resolved,Fixed,,Major,Yusaku Sako,5.18806713,5.183287037,Yusaku Sako,2012/06/07 03:29:15 +0100,5.18806713,5.183287037,/SUM servic reconfigur screen respect reconfigur attribut set configproperti tabl/SUM,Some service config parameters are editable (can be customized on initial install)  but cannot be reconfigured post cluster install.This info is stored in ConfigProperties table  but the Service Reconfiguration screens are allowing these non-reconfigurable parameters to be changed.,0.9.0,0.9.0,0,2,38,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
492,Bug,Resolved,Fixed,,Minor,Hitesh Shah,5.186319444,5.186319444,Hitesh Shah,2012/06/07 03:31:52 +0100,5.186319444,5.186319444,/SUM make support os check bit robust/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
493,Bug,Resolved,Fixed,,Minor,Hitesh Shah,5.14630787,5.14630787,Hitesh Shah,2012/06/07 03:34:03 +0100,5.14630787,5.14630787,/SUM add rack_info column host tabl/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
494,Bug,Resolved,Fixed,,Major,Mahadev konar,5.130104167,5.130104167,Mahadev konar,2012/06/07 03:35:11 +0100,5.130104167,5.130104167,/SUM fix node assign allow slave master/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,1 ,0 ,0 ,0,0,,
501,Improvement,Resolved,Fixed,,Major,Yusaku Sako,4.184664352,4.184664352,Yusaku Sako,2012/06/07 03:43:44 +0100,4.184664352,4.184664352,/SUM speed page load reload time/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
508,Bug,Resolved,Fixed,,Major,Varun Kapoor,2.07587963,2.07587963,Varun Kapoor,2012/06/07 04:29:27 +0100,2.07587963,2.07587963,/SUM support resum for add node/SUM,Just like for Manage Services + Deploy + Uninstall.,0.9.0,0.9.0,0,2,9,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
510,Bug,Resolved,Fixed,,Major,Yusaku Sako,2.024074074,2.024074074,Yusaku Sako,2012/06/07 04:31:21 +0100,2.024074074,2.024074074,/SUM modifi router forc redirect add node progress popup/SUM,,0.9.0,0.9.0,0,2,1,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
512,Bug,Resolved,Fixed,,Major,Mahadev konar,1.928321759,1.928321759,Mahadev konar,2012/06/07 04:36:00 +0100,1.928321759,1.928321759,/SUM fix puppet manifest tarbal download via rpm/SUM,,0.9.0,0.9.0,0,2,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
519,Bug,Resolved,Fixed,ambari-server,Major,Vikram Dixit K,0.001863426,0.001863426,Richard Pelavin,2012/06/05 22:20:02 +0100,0.001863426,0.001863426,/SUM updat fix ganglia monitor_and_serv anchor problem/SUM,update to fix the ganglia monitor_and_server anchor problem,0.9.0,0.9.0,0,1,8,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
528,Bug,Resolved,Fixed,,Major,Ramya Sunil,0.213136574,0.213136574,Ramya Sunil,2012/06/07 05:01:16 +0100,0.213136574,0.213136574,/SUM fix oozi smoke test failur/SUM,Oozie smoke test failing with 'Error: E0301 : E0301: Invalid resource &#91;usr/lib/oozie/conf&#93;',0.9.0,0.9.0,0,2,13,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
529,Bug,Resolved,Fixed,,Minor,Hitesh Shah,0.011469907,0.011469907,Hitesh Shah,2012/06/07 00:17:30 +0100,0.011469907,0.011469907,/SUM fix advanc config hdf reserv space byte too mani byte count/SUM,Simplify user input.,0.9.0,0.9.0,0,2,3,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
539,Bug,Resolved,Fixed,,Major,Hitesh Shah,0.018506944,0.018506944,Hitesh Shah,2012/06/09 00:16:49 +0100,0.018506944,0.018506944,/SUM creat spec file less depend hmc/SUM,Simplify process for users that want to use different dependencies for PHP and Ruby.e.g PHP-5.3  ruby-1.8.7,0.9.0,0.9.0,0,2,16,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
543,Bug,Resolved,Fixed,infra,Major,Vikram Dixit K,0.00650463,0.00650463,Vikram Dixit K,2012/06/09 03:10:25 +0100,0.00650463,0.00650463,/SUM rpm name need correct/SUM,Rpm naming needs to be corrected.,0.9.0,0.9.0,0,2,6,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
544,Bug,Resolved,Fixed,,Major,Ramya Sunil,15.26685185,15.26685185,Ramya Sunil,2012/06/27 02:25:48 +0100,15.26685185,15.26685185,/SUM templeton config pig archiv correct hmc/SUM,From Arpit:The configs for pig in templeton are wrong.The deployed configs are&lt;property&gt; &lt;name&gt;templeton.pig.archive&lt;/name&gt; &lt;value&gt;hdfs:///apps/templeton/&lt;/value&gt; &lt;description&gt;The path to the Pig archive.&lt;/description&gt; &lt;/property&gt; &lt;property&gt; &lt;name&gt;templeton.pig.path&lt;/name&gt; &lt;value&gt;/pig-0.9.2/bin/pig&lt;/value&gt; &lt;description&gt;The path to the Pig executable.&lt;/description&gt; &lt;/property&gt;They are missing the pig tar ball. For example they should be&lt;property&gt; &lt;name&gt;templeton.pig.archive&lt;/name&gt; &lt;value&gt;hdfs:///apps/templeton/pig.tar.gz&lt;/value&gt; &lt;description&gt;The path to the Pig archive.&lt;/description&gt; &lt;/property&gt; &lt;property&gt; &lt;name&gt;templeton.pig.path&lt;/name&gt; &lt;value&gt;pig.tar.gz/pig-0.9.2/bin/pig&lt;/value&gt; &lt;description&gt;The path to the Pig executable.&lt;/description&gt; &lt;/property&gt;So both the properties are missing 'pig-0.9.2.tar.gz',0.9.0,0.9.0,0,2,79,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
546,Bug,Resolved,Fixed,,Major,Hitesh Shah,15.00325231,5.067314815,Hitesh Shah,2012/06/26 23:28:18 +0100,15.00325231,5.067314815,/SUM puppet fail instal 32 bit jdk properli rhel6/SUM,mkdir -p /usr/jdk32 ; chmod +x /tmp/HDP-artifacts//jdk-6u31-linux-i586.bin; cd /usr/jdk32 ; echo A | /tmp/HDP-artifacts//jdk-6u31-linux-i586.bin -noregister 2&gt;&amp;1Unpacking...Checksumming...Extracting.../var/www/html/downloads/jdk-6u31-linux-i586.bin: ./install.sfx.1794: /lib/ld-linux.so.2: bad ELF interpreter: No such file or directoryFailed to extract the files. Please refer to the Troubleshooting section ofthe Installation Instructions on the download page for more information.Puppet should ensure glibc.i686 is installed before trying to install jdk.,0.9.0,0.9.0,0,3,56,1,6,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
547,Bug,Resolved,Fixed,,Major,Hitesh Shah,14.99855324,0.941458333,Hitesh Shah,2012/06/26 23:23:53 +0100,14.99855324,0.941458333,/SUM chang os type check node bootstrap allow rhel6 centos6 node/SUM,hmc/php/frontend/addNodes/verifyAndUpdateNodesInfo.php hardcodes checks to only allow rhel5 or centos5 nodes.,0.9.0,0.9.0,0,1,10,1,2,1,0 ,0 ,1 ,0 ,0 ,0 ,0,0,,
548,Bug,Resolved,Fixed,,Major,Hitesh Shah,14.99917824,6.064548611,Hitesh Shah,2012/06/26 23:26:33 +0100,14.99917824,6.064548611,/SUM puppet agent instal script use correct epel repo/SUM,hmc/ShellScripts/puppet_agent_install.sh hardcodes to epel-release rpm for CentOS-5.4. Should be more intelligent to handle different OS types.,0.9.0,0.9.0,0,1,16,1,3,1,0 ,0 ,1 ,0 ,0 ,0 ,0,0,,
550,Improvement,Resolved,Fixed,,Major,Yusaku Sako,5.118344907,5.118344907,Yusaku Sako,2012/06/17 02:30:04 +0100,5.118344907,5.118344907,/SUM add support jump specifi state wizard develop purpos/SUM,,0.9.0,0.9.0,0,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
552,Bug,Resolved,Fixed,,Major,Vinod Kumar Vavilapalli,0.013587963,0.011574074,Vinod Kumar Vavilapalli,2012/06/12 04:44:46 +0100,0.013587963,0.011574074,/SUM updat readm point trunk/SUM,We need to fix the README to point to trunk after the merge of ambari-186 branch.,0.9.0,0.9.0,0,2,16,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
565,Bug,Resolved,Fixed,,Major,Yusaku Sako,0.323402778,0.323402778,Yusaku Sako,2012/06/21 01:45:29 +0100,0.323402778,0.323402778,/SUM remov yui sourc file svn/SUM,Currently YUI 3.5.1 source files are in SVN.We don't really need to have them checked into SVN as we don't track changes. We are pre-concatenating and minifying the YUI js files  so we don't need the files to run Ambari anyhow.We should just remove them from SVN and instead just checkin the tarball.,0.9.0,0.9.0,0,2,53,1,4,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
566,Bug,Resolved,Fixed,,Minor,Yusaku Sako,0.00275463,5.79E-05,Yusaku Sako,2012/06/20 22:25:15 +0100,0.00275463,5.79E-05,/SUM updat document/SUM,Modify pom.xml to create output files under ../site  rather than ./target.Make minor wording modifications.,0.9.0,0.9.0,0,2,14,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
569,Bug,Resolved,Fixed,,Major,Hitesh Shah,5.88375,5.069791667,Hitesh Shah,2012/06/26 23:31:55 +0100,5.88375,5.069791667,/SUM nagio instal fail rhel6/SUM,Puppet layer  when trying to install nagios  tries to install php-pecl-json when it is not needed and fails when trying to do so. On RHEL6  php-5.3 is default which has the json module built into it.,0.9.0,0.9.0,0,1,36,1,1,1,0 ,0 ,1 ,0 ,0 ,0 ,0,0,,
570,Bug,Resolved,Fixed,,Minor,Yusaku Sako,0.0015625,0.0015625,Yusaku Sako,2012/06/21 02:55:17 +0100,0.0015625,0.0015625,/SUM consolid head tag organ combin css file faster load/SUM,,0.9.0,0.9.0,0,1,1,1,0,0,0 ,0 ,0 ,0 ,1 ,0 ,0,0,,
573,Bug,Resolved,Fixed,,Minor,Hitesh Shah,0.901770833,0.825509259,Hitesh Shah,2012/06/22 21:35:09 +0100,0.901770833,0.825509259,/SUM puppet error cannot reassign variabl zookeeper_host modul hdp manifest param pp 47/SUM,Seems like a typo: $zookeeper_hosts = hdp_default('zookeeper_hosts')Should be $public_zookeeper_hosts,0.9.0,0.9.0,0,1,9,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
576,Bug,Resolved,Fixed,,Major,Jaimin D Jetly,0.055023148,0.054849537,Jaimin D Jetly,2012/06/25 22:05:38 +0100,0.055023148,0.054849537,/SUM In custom config nagio email multipl period fail valid/SUM,,0.9.0,0.9.0,0,2,1,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
578,Bug,Resolved,Fixed,,Major,Yusaku Sako,4.16287037,4.16287037,Yusaku Sako,2012/06/30 06:44:47 +0100,4.16287037,4.16287037,/SUM custom config page allow form submiss client side valid error/SUM,Currently the button looks disabled when there are client-side validation errors  but it is clickable. This is a problem because there is no server-side validation to make sure that the passwords match.,0.9.0,0.9.0,0,1,32,1,1,1,0 ,0 ,0 ,1 ,0 ,0 ,0,0,,
581,Bug,Resolved,Fixed,,Major,Jaimin D Jetly,0.08,0.08,Jaimin D Jetly,2012/06/28 01:28:03 +0100,0.08,0.08,/SUM special charact host file creat common window editor caus issu/SUM,,0.9.0,0.9.0,0,2,1,1,5,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
587,Bug,Resolved,Fixed,ambari-agent; ambari-server; ambari-web; documentation; infra; site; test,Major,Vikram Dixit K,3.067118056,3.067118056,Vikram Dixit K,2012/07/03 03:28:57 +0100,3.067118056,3.067118056,/SUM rat complianc patch/SUM,Adding apache license to all the files within Ambari for rat tool compliance.,0.9.0,0.9.0,0,2,13,1,5,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
588,Bug,Resolved,Fixed,,Major,Yusaku Sako,2.501979167,2.501979167,Yusaku Sako,2012/07/02 18:12:36 +0100,2.501979167,2.501979167,/SUM extern manag servic name point help link valid url/SUM,The master role assignment page (Step 5 of install) and the cluster topology summary page are referencing the manager service name as 'HMC Server'. This needs to be changed to 'Ambari' server.The post-install success message on a single-node install has the same issue.Currently  the Help link in the top nav launches a new tab and loads the page that the user is on. Instead  load the Help page on Ambari project website (for now  we'll point it to the Install Guide as a placeholder).,0.9.0,0.9.0,0,2,84,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
591,Bug,Resolved,Fixed,,Major,Yusaku Sako,0.046793981,0.046793981,Yusaku Sako,2012/07/03 22:20:10 +0100,0.046793981,0.046793981,/SUM licens header php file use php comment html comment/SUM,Some PHP files have the HTML-style comments. This is problematic sincethe license headers are becoming part of the HTML response. Worse yet  the headers are repeated multiple times in the response. This can also cause unexpected behavior.,0.9.0,0.9.0,0,1,37,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
592,Bug,Resolved,Fixed,,Blocker,Vinod Kumar Vavilapalli,0.079097222,0,Yusaku Sako,2012/07/04 01:31:28 +0100,0.079097222,0,/SUM add link notic file everi page/SUM,This is so that stuff with different compatible licenses can be attributed appropriately.,0.9.0,0.9.0,0,2,13,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
597,Bug,Resolved,Fixed,,Major,Mahadev konar,0.00931713,0.00931713,Mahadev konar,2012/07/05 07:13:33 +0100,0.00931713,0.00931713,/SUM remov usr bin php depend rpm/SUM,,0.9.0,1,0,1,1,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
600,Bug,Resolved,Fixed,,Blocker,Hitesh Shah,0.133483796,0.125625,Hitesh Shah,2012/07/05 23:10:23 +0100,0.133483796,0.125625,/SUM fix lzo instal work correctli rhel6/SUM,,0.9.0,1,0,1,1,1,1,1,0 ,0 ,1 ,0 ,0 ,0 ,0,0,,
607,Bug,Resolved,Fixed,,Major,Hitesh Shah,0.01724537,0.01724537,Hitesh Shah,2012/07/06 22:26:22 +0100,0.01724537,0.01724537,/SUM increas puppet timeout handl singl node instal time/SUM,,0.9.0,1,0,2,1,1,3,2,0 ,0 ,0 ,0 ,1 ,0 ,0,0,,
614,Bug,Resolved,Fixed,,Major,Yusaku Sako,0.0034375,0.0034375,Yusaku Sako,2012/07/07 20:39:01 +0100,0.0034375,0.0034375,/SUM the databas set script duplic definit ambariconfig instal fail/SUM,,1,1,0,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
615,Bug,Resolved,Fixed,,Major,Yusaku Sako,0.006747685,0.006747685,Yusaku Sako,2012/07/09 20:27:04 +0100,0.006747685,0.006747685,/SUM elimin redund unus definit column tabl configproperti/SUM,ConfigProperties table has a column named 'display_type'.There's also a JSON-encoded 'display_attributes' column.The 'display_attributes' column has the attributes 'isPassword'  'displayType'  and 'noDisplay'. This is duplicate information is already stored by the 'display_type' column so these attributes are not needed.Upon inspecting the code  these attributes are not used so changing them have no effect. We should simply get rid of these attributes.,0.9.0,1,0,1,60,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
628,Bug,Resolved,Fixed,,Major,Ashish Singh,1.027164352,2.20E-04,Ashish Singh,2012/07/12 21:42:07 +0100,1.027164352,2.20E-04,/SUM hdp nagio hdp monitor wrong configur file locat also owner group permiss wrong/SUM,Suse environment has wrong configuration location for hdp-dashboard and hdp-nagios. Also  owner:group permissions were wrongly set to root:root instead of 'wwwrun' and group is 'www,0.9.0,1,0,2,25,1,3,2,0 ,0 ,0 ,1 ,0 ,0 ,0,0,,
633,Bug,Resolved,Fixed,,Minor,Yusaku Sako,0.006631944,0.006631944,Yusaku Sako,2012/07/12 19:23:47 +0100,0.006631944,0.006631944,/SUM fix invalid html markup monitor dashboard/SUM,,0.9.0,1,0,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
635,Improvement,Resolved,Fixed,,Minor,Yusaku Sako,0.0028125,0.0028125,Yusaku Sako,2012/07/13 18:25:53 +0100,0.0028125,0.0028125,/SUM add node progress partial failur let user continu display orang bar rather red bar progress popup/SUM,,0.9.0,1,0,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
636,Bug,Resolved,Fixed,,Major,Yusaku Sako,0.004166667,0.004166667,Jaimin D Jetly,2012/07/14 03:09:51 +0100,0.004166667,0.004166667,/SUM support hadoop secur front end chang/SUM,,0.9.0,1,0,1,1,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
638,Bug,Resolved,Fixed,,Major,Yusaku Sako,0.042141204,0.042141204,Yusaku Sako,2012/07/17 01:57:08 +0100,0.042141204,0.042141204,/SUM weird custom config page user goe back previou stage/SUM,Issue 1. Going back and forth between different stages in the Cluster Install Wizard  it is possible to get into a state where Custom Config form has the submit button disabled but no field errors are shown.Steps to replicate: Go up to Stage 6  but do not submit the form Go back to Stage 3 Go up to Stage 6 again. No field errors are shown when they should be.Issue 2. Custom Config stage is skipped once you get to 'Review and Deploy' and go back to a stage preceding Custom Config.Steps to replicate: Go thru the Cluster Install Wizard up to Stage 7 ('Review and Deploy')  but do not submit the form. Go back to Stage 4 or 5. Once you submit the form on Stage 5  Stage 6 is skipped and goes directly to Stage 7. If you go back to Stage 3 or earlier  then Stage 6 will not be skipped.,0.9.0,0.9.0; 1.0,0,1,154,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
668,Bug,Resolved,Fixed,,Major,Hitesh Shah,1.047175926,1.047094907,Hitesh Shah,2012/08/16 20:04:30 +0100,1.047175926,1.047094907,/SUM ambari instal yum prioriti node ensur main repo pick first/SUM,Depending on which main hadoop repo is used to setup the cluster  sometimes  wrong packages may be pulled from add-on repos even if the main repo has a higher priority and has the same package. This can create problems by incompatible dependencies getting installed at times.,0.9.0,0.9.0; 1.0,0,1,47,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
675,Bug,Resolved,Fixed,,Minor,Hitesh Shah,0.059479167,0.059479167,Hitesh Shah,2012/08/22 23:19:41 +0100,0.059479167,0.059479167,/SUM make puppet gener log command failur/SUM,,0.9.0,0.9.0; 1.0,0,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
689,Bug,Resolved,Fixed,,Major,Mahadev konar,0.002164352,0.002164352,Mahadev konar,2012/08/29 01:25:13 +0100,0.002164352,0.002164352,/SUM fix ambari agent init script bootstrap/SUM,,0.9.0,0.9.0,0,1,1,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
