issue_id,reporter,component,keywords,summary_proc,description_proc,Security
1536,Xi Wang,ambari-web,0, host page layout fix, use bootstrap style tooltip hover tooltip host statu dot well disk usag bar current tooltip not show unless rest mous cursor second user simpli assum no tooltip hover quickli move mous cursor kill space statu dot hostnam tabl well also much margin top compar rest page,0 
1537,Xi Wang,ambari-web,0, constrain width wizard popup, current popup wizard resiz fill width browser width horizont margin vertic resiz fit height content case look realli silli wide screen specifi max width wizard popup ambari web support two width configur wide narrow wizard popup look good two configur,0 
1559,Steve Ratay,ambari-server,0, job fail count alway return jobtrack api metric, see attach run success fail map reduc job job submit count includ job job success appear correct job fail count still,0 
1580,Yusaku Sako,ambari-web,0, stack upgrad wizard resum upon page refresh login,,0 
1581,Yusaku Sako,ambari-web,0, host progress popup gener compon show progress async oper, popup show upon click alreadi perform current progress async oper take alreadi host level popup step base make reusabl new higher level show host,0 
1582,Siddharth Wagle,ambari-server,0, cannot start hadoop servic hdf configur amabri server restart, cannot start hadoop servic sever restart sinc agent,0 
1597,Siddharth Wagle,ambari-agent,0, templeton smoke test fail secur cluster, templeton start fail due multipl error mnotic stage hdp templeton copi hdf directori hdp hadoop hdf copyfromloc usr lib hadoop contrib stream hadoop stream jar hdp hadoop exec hadoop fs copi local usr lib hadoop contrib stream hadoop stream jar app webhcat hadoop stream jar hdp exec usr bin kinit kt etc secur keytab hcat headless keytab hcat hadoop config etc hadoop conf fs copi local usr lib hadoop contrib stream hadoop stream jar app webhcat hadoop stream jar exec usr bin kinit kt etc secur keytab hcat headless keytab hcat hadoop config etc hadoop conf fs copi local usr lib hadoop contrib stream hadoop stream jar app webhcat hadoop stream jar return kinit client not found kerbero databas get initi credenti,0 
1621,Yusaku Sako,ambari-web,0, config reconfig ui not allow certain config host level overrid,,0 
1631,Yusaku Sako,ambari-web,0, secur wizard integr host progress popup,,0 
1641,Steve Ratay,ambari-server,0, map reduc task metric miss tasktrack api, ambari get metric mapr object show tasktrack compon code hit url http sdll lab teradata com api cluster sdll lab teradata com servic mapreduc compon tasktrack field host compon one object host compon array note data metric mapr tasktrack provid data never seen previou version say properti reduc run reduc task slot map run etc object href http aster td teradata com api cluster aster td teradata com host byn host compon tasktrack host role cluster name aster td teradata com desir state start state start compon name tasktrack servic name mapreduc host name byn metric boottim process proc total proc run rpc rpc author success sent byte rpc author failur receiv byte num open connect call queue len rpc queue time num op rpc authent success rpc process time num op rpc authent failur rpc process time avg time rpc queue time avg time mapr shuffl output shuffl success output shuffl handler busi percent shuffl output byte shuffl fail output shuffl except caught tasktrack config version default http port task info json run fail commit pend job tracker url aster td teradata com healthi true version hostnam byn rpc port ugi login failur num op login success num op login success avg time login failur avg time disk disk total disk free part max use cpu cpu speed cpu wio cpu num cpu idl cpu nice cpu aidl cpu system cpu user rpcdetail get task avg time ping avg time done avg time get protocol version avg time get map complet event avg time done num op get map complet event num op commit num op ping num op commit pend avg time statu updat num op statu updat avg time get task num op get protocol version num op commit pend num op commit avg time load load fifteen load one load five jvm mem heap commit non heap memori use log fatal thread wait gc count thread block heap memori use log warn log error heap memori max mem non heap commit mem non heap use gc time milli non heap memori max log info mem heap use thread new thread termin max memori thread time wait thread runnabl network pkt byte byte pkt memori mem total swap free mem buffer mem share swap total mem cach mem free compon href http aster td teradata com api cluster aster td teradata com servic mapreduc compon tasktrack servic compon info cluster name aster td teradata com compon name tasktrack servic name mapreduc,0 
1645,Yusaku Sako,ambari-web,0, undo not allow compon host,,0 
1666,Siddharth Wagle,ambari-agent,0, oozi properti princip keytab not read oozi site, oozi princip creat ui oozi hostnam realm com puppet script bug not read properti use default oozi princip,0 
1667,Siddharth Wagle,ambari-agent,0, start servic fail secur cluster exclud base zoo keeper, hdf servic check failur lead failur hdf servic check task stage fail hdf come ambari server hostnam secur cluster ec comput amazonaw com,0 
1702,Siddharth Wagle,ambari-server,0, ambari gs instal need set valu mapr jobtrack completeuserjob maximum, mapr jobtrack completeuserjob maximum current set caus issu fail success job pig job submitt refer fail job clear asap jobtrack prevent one access failur reason valu bump accord map reduc team,0 
1724,Sumit Mohanty,null,0, agent hard code hdp repo file download, upgrad requir agent download repo file anytim,0 
1726,Sumit Mohanty,null,0, seem upgrad avail fe hard code, order test upgrad modifi avail stack definit allow upgrad remov upgrad howev fe still say upgrad avail hdp howev http server api stack hdp version min upgrad version null href http server api stack hdp version version stack version stack name hdp min upgrad version null,0 
1739,Siddharth Wagle,ambari-agent,0, base zk fail start secur instal, error start hbase zookeep secur instal incorrectli pars file hbase env shzookeep env sh,0 
1752,Siddharth Wagle,ambari-server,0, backend support sql oracl oozi hive, add abil use oracl db hive oozi ambari,0 
1757,Sumit Mohanty,null,0, add support stack ambari, add support stack ambari,0 
1764,Tom Beerbower,null,0, unabl get task one request id one request, tri get task one request id return task one request api cluster myclust request request id request id return href http ec comput amazonaw com api cluster myclust request request id request id item href http ec comput amazonaw com api cluster myclust request request id cluster name myclust,0 
1770,Siddharth Wagle,ambari-agent,0, hue instal fail due manifest error, hue instal fail due follow error chang name rpm bundl empti valu hue ini section,0 
1775,Jaimin D Jetly,ambari-web,0, secur wizard javascript error thrown zoo keeper includ secur servic,,0 
1789,Sumit Mohanty,null,0, stop start servic start name node, secur wizard stop servic appli configur start servic sometim notic action stop servic complet success action start servic never send task start name node,0 
1791,Siddharth Wagle,ambari-agent,0, not specifi request context smoke test request, regard bug send request server likeapi cluster cl servic hdf action hdf servic check request method post form data request info context smoke test request not set request context,0 
1816,Jaimin D Jetly,ambari-web,0, secur wizard add miss secur config hbase servic make zookeep default primari name zookeep princip,,1 
1818,Siddharth Wagle,ambari-agent,0, base master shut immedi start secur cluster, base master shut immedi start secur cluster wrong set hbase master jaa need replac host actual fqdn,0 
1837,Jaimin D Jetly,ambari-web,0, core site properti vanish seemingli benign reconfigur, ui metadata properti not reconfigur retain save servic,0 
1838,Jaimin D Jetly,ambari-web,0, cluster manag servic map reduc config throw js error page come blank,,0 
1840,Srimanth Gunturi,ambari-web,0, global properti show restart appropri servic, current one servic chang properti doesnt effect servic rest servic mark restart global tag chang use work done ambari appropri servic mark need restart,0 
1847,Srimanth Gunturi,ambari-web,0, make singl put call multipl host overrid, current save host overrid configur put delta host problemat admin provid except host requir put call expens bulk updat mechan requir content host not case host properti overridden save network call make one put call via new api provid ambari,0 
1849,Yusaku Sako,ambari-web,0, cosmet problem base dashboard,,0 
1855,Yusaku Sako,ambari-web,0, capac schedul ad new queue popul field, creat new queue popul field default valu except queue name capac max capac user group admin user admin group,0 
1859,Sumit Mohanty,null,0, cannot load nagio alert due bad request, given api call http dev hortonwork com api cluster test host compon host role compon name nagio server amp field host role nagio alert feedback statu messag properti host role nagio alert specifi request predic not support resourc type host compon,1 
1860,Sumit Mohanty,null,0, master broken cannot deploy servic, datanod instal fail multi node cluster follow configur properti ambari db rca url jdbc postgresql localhost ambarirca ensur variabl wire ambari db rca url ambari db rca driver ambari db rca usernam ambari db rca password,0 
1870,Matthew Farrellee,ambari-agent,0, ambari agent rpm claim ownership usr sbin, may impact version branch chang ambari agent spec gener rpm maven plugin claim ownership usr sbin grep sbin target rpm ambari agent spec ambari agent spec grep attr attr root root usr sbin problem filesystem rpm own usr sbin accord rpm maven plugin document file usr sbin ambari agent directori includ valu true attribut string written directori sourc identifi file directori no map contribut file directori default behavior no map contribut file directori bit import solut add directori includ fals map http mojo codehau org rpm maven plugin map param html,0 
1872,Jaimin D Jetly,ambari-web,0, ambari fe not set proper valu fs checkpoint edit dir,,0 
1873,Yusaku Sako,ambari-web,0, hue pid log dir label flip flop,,0 
1876,Yusaku Sako,ambari-web,0, capac schedul implement user group admin user group valid rule,,0 
