issue_id,summary,description,summary_proc,description_proc,Surprising,Dormant,Blocker,Security,Performance,Breakage
4570,Various issues related to decommission support, variou issu relat decommiss support,Tracking few issues related to decommission support Even with HBase HA only one master should be used for decommission Alternatively  for HDFS/MR/YARN use all master host components Do not use 'default' method while using python based system resources Add support for command details and custom command names, track issu relat decommiss support even h base ha one master use decommiss altern hdf mr yarn use master host compon do use default method use python base system resourc add support command detail custom command name,1,0,0,0,0,0,
4574,Upon restart of ambari-server  the service status on Dashboard page remain unchanged, upon restart ambari server servic statu dashboard page remain unchang,After ambari-server restart  if FE remains at the Dashboard page  the service status (Yellow buttons) never gets updated even if the API indicates that the status are all Green/Red. In my case  never is 6 minutes.Upon refresh or moving to other tabs the view is promptly updated., after ambari server restart fe remain dashboard page servic statu yellow button never get updat even api indic statu green red in case never minut upon refresh move tab view promptli updat,1,0,0,0,0,0,
4575,Host Details > Actions pulldown likes to hide, host detail action pulldown like hide,Actions pull down on the Host Detail page likes to hide itself when it's open. This is a bit annoying., action pull host detail page like hide open thi bit annoy,1,0,0,0,0,0,
4600,Remove --jce-policy from warning statement, remov jce polici warn statement,We have removed option -c or --jce-policy. So the warning message should not use that option in the help statement.jce_download_fail_msg = ' Failed to download JCE Policy archive : {0}. ' / 'Please check that JCE Policy archive is available ' / 'at {1} . Also you may install JCE Policy archive manually using ' / '--jce-policy command line argument.'.format('{0}'  jce_url), we remov option c jce polici so warn messag use option help statement jce download fail msg fail download jce polici archiv pleas check jce polici archiv avail also may instal jce polici archiv manual use jce polici command line argument format jce url,0,0,0,0,0,0,
4601,adding more master components styling is missing, ad master compon style miss,,,0,0,0,0,0,0,
4603,Host names goes under text  icons, host name goe text icon,see attached, see attach,1,0,0,0,0,0,
4605,Host details: clients list disappears, host detail client list disappear,Go to host page with some clients installedRefresh itGot: clients are not displayed on the pageExpected: list of installed clients, go host page client instal refresh got client display page expect list instal client,0,0,0,0,0,0,
4608,medkit-icons are shifted out of their places  in hosts table in Safari., medkit icon shift place host tabl safari,,,0,0,0,0,0,0,
4612,Exception on deploing step: java.sql.BatchUpdateException: ORA-00942, except deplo step java sql batch updat except ora,Exception trace:18:27:19 191 WARN [qtp1643608425-22] ServletHandler:514 - /api/v1/clusters/c1/servicesjavax.persistence.RollbackException: Exception [EclipseLink-4002] (Eclipse Persistence Services - 2.4.0.v20120608-r11652): org.eclipse.persistence.exceptions.DatabaseExceptionInternal Exception: java.sql.BatchUpdateException: ORA-00942: table or view does not existError Code: 942 at org.eclipse.persistence.internal.jpa.transaction.EntityTransactionImpl.commitInternal(EntityTransactionImpl.java:102) at org.eclipse.persistence.internal.jpa.transaction.EntityTransactionImpl.commit(EntityTransactionImpl.java:63) at com.google.inject.persist.jpa.JpaLocalTxnInterceptor.invoke(JpaLocalTxnInterceptor.java:87), except trace warn qtp servlet handler api v cluster c servicesjavax persist rollback except except eclips link eclips persist servic v r org eclips persist except databas except intern except java sql batch updat except ora tabl view exist error code org eclips persist intern jpa transact entiti transact impl commit intern entiti transact impl java org eclips persist intern jpa transact entiti transact impl commit entiti transact impl java com googl inject persist jpa jpa local txn interceptor invok jpa local txn interceptor java,0,0,0,0,0,0,
4635,'SNN Process' alert displays after HA enabled successfully, snn process alert display ha enabl success,STR:1. Install  setup and start Ambari server by default.2. Deploy Hadoop by default (stack 2.0.6  choose all services to install).3. Enable HA.4. Wait for at least 150 seconds.4. Go to HDFS Service/Hosts page page.Actual result:'Secondary NameNode Process' alert displayed.Expected result:There should not be 'Secondary NameNode' alert on page., str instal setup start ambari server default deploy hadoop default stack choos servic instal enabl ha wait least second go hdf servic host page page actual result secondari name node process alert display expect result there secondari name node alert page,1,0,0,0,0,0,
4637,The user is not always redirected to the login page when unauthenticated, the user alway redirect login page unauthent,1. Try to enable HA with fail on 9th step for Start All services2. Use link http://&lt;host&gt;:8080/#/main/admin/highAvailability/enable/step13. HA Wizard is shown without previously loaded Login Page (see url and js errors in attached screenshot)Expexted result:Login Page should be loaded firts., tri enabl ha fail th step start all servic use link http lt host gt main admin high avail enabl step ha wizard shown without previous load login page see url js error attach screenshot expext result login page load firt,1,0,0,0,0,0,
4643,Restart All fails for Client only components, restart all fail client compon,Restart for a service calls stop and start on all components. Currently there is no implementation for stopping a client component. This leads to error message: 'Stop not implemented for component', restart servic call stop start compon current implement stop client compon thi lead error messag stop implement compon,1,0,0,0,0,0,
4658,Routes are incorrect after launching wizard, rout incorrect launch wizard,Steps to reproduce:1. Launch Add Service wizard2. Close wizard3. Go by link #/main/services/add/step1 (type it in address bar)The router goes to nonexistent page '#/main/services/add/summary'., step reproduc launch add servic wizard close wizard go link main servic add step type address bar the router goe nonexist page main servic add summari,1,0,0,0,0,0,
4662,Install Wizard: Assign Masters: some selects disabled, instal wizard assign master select disabl,Step to reproduce.Go untill to Customize Services Page.Click to Choose Services menu link.Go to Assign Masters page., step reproduc go until custom servic page click choos servic menu link go assign master page,0,0,0,0,0,0,
4673,Bulk Ops: add Supervisor to Bulk Ops on Hosts page, bulk op add supervisor bulk op host page,Add Supervisor to Hosts page's Bulk Ops menu if Storm is installed.Decommission and Recommission should be disabled  as Supervisors do not support these operations., add supervisor host page bulk op menu storm instal decommiss recommiss disabl supervisor support oper,1,0,0,0,0,0,
4682,Customize Services page of Add Service Wizard offers to customize already installed Oozie, custom servic page add servic wizard offer custom alreadi instal oozi,Steps to reproduce: Deploy cluster without Ooozie and some other customizable service. Go to the Add Service wizard. Add Oozie service. Fail starting Oozie server. Close add service wizard. Ensure that Oozie was added as service. Go again to Add Service Wizard and choose some customizable service. Go to Customize Services page.Result: Customize Services page proposes to customize Oozie  but it was already added to the cluster during installation., step reproduc deploy cluster without ooozi customiz servic go add servic wizard add oozi servic fail start oozi server close add servic wizard ensur oozi ad servic go add servic wizard choos customiz servic go custom servic page result custom servic page propos custom oozi alreadi ad cluster instal,1,0,0,0,0,0,
4687,Write unnitests for HDFS install script on HDP1 and HDP2, write unnitest hdf instal script hdp hdp,,,1,0,0,0,0,0,
4693,Hosts table: sort order arrows should be close to the respective column label, host tabl sort order arrow close respect column label,The sort order arrows are right-justified within the column.This makes it look like the arrows apply to the column next to it.Instead  we should show the arrows right next to the respective column label.Like:Name (arrows) IP Address (arrows)Not:Name (arrows) IP Address, the sort order arrow right justifi within column thi make look like arrow appli column next instead show arrow right next respect column label like name arrow ip address arrow not name arrow ip address,0,0,0,0,0,0,
4700,Oozie tests fails, oozi test fail,Oozie tests fail, oozi test fail,0,0,0,0,0,0,
4708,Actual configs not updated after restart of host component, actual config updat restart host compon,Updated HDFS configs aren't applied after RESTART.Steps: On a 3 node cluster  create a ConfigGroup for datanode. Override heap size to 1025m instead of 1024m Restart DN.Result: The /var/lib/ambari-agent/data/config.json  has the correct values for the config type:'global': {'2': 'version1392171779044'  'tag': 'version1'} The API call still shows global as default version:http://hostname1:8080/api/v1/clusters/c1/hosts/hostname1/host_components/DATANODE Note:It works after agent is restarted.{global: {overrides: {2: 'version1392171779044'} default: 'version1'}The cause is that hooks aren't executed for the custom_command like RESTART. Since configs for HDFS are generated in hook.py  we must execute hook.py before custom commands or move config generation from hook.py., updat hdf config appli restart step on node cluster creat config group datanod overrid heap size instead restart dn result the var lib ambari agent data config json correct valu config type global version tag version the api call still show global default version http hostnam api v cluster c host hostnam host compon datanod note it work agent restart global overrid version default version the caus hook execut custom command like restart sinc config hdf gener hook py must execut hook py custom command move config gener hook py,0,0,0,0,0,0,
4710,Add unittets for hooks in secured mode., add unittet hook secur mode,,,0,0,0,1,0,0,
4737,Falcon Server can not be restarted, falcon server restart,,,0,0,0,0,0,0,
4741,Alerts for ATS Component, alert at compon,Impl alert for ATS server ATS process (running / not running)Note: this alert should be disabled/removed when ATS gets deleted (when Kerb is enabled)., impl alert at server at process run run note alert disabl remov at get delet kerb enabl,0,0,0,0,0,0,
4745,Value 'storm.zookeeper.servers' not changing after adding new ZK server, valu storm zookeep server chang ad new zk server,After adding new ZK server needs to change value of storm.zookeeper.servers property., after ad new zk server need chang valu storm zookeep server properti,0,0,0,0,0,0,
4750,Tez DAG UI not showing due to changed ATS responses, tez dag ui show due chang at respons,ATS has changed structure of http://server:8188:8188/ws/v1/apptimeline/HIVE_QUERY_ID/&lt;id&gt; where the entire query JSON structure is now represented as a string under 'otherinfo/query'. UI will need to deserialize this string back into JSON and continue., at chang structur http server ws v apptimelin hive queri id lt id gt entir queri json structur repres string otherinfo queri ui need deseri string back json continu,0,0,0,0,0,0,
4764,AmbariManagementControllerTest Test fails with unable to delete the last user., ambari manag control test test fail unabl delet last user,AmbariManagementControllerTest Test fails with unable to delete the last user.Results :Tests in error: testDeleteUsers(org.apache.ambari.server.controller.AmbariManagementControllerTest): Could not remove user user1. System should have at least one user with administrator role. Tests run: 1404  Failures: 0  Errors: 1  Skipped: 7, ambari manag control test test fail unabl delet last user result test error test delet user org apach ambari server control ambari manag control test could remov user user system least one user administr role test run failur error skip,0,0,0,0,0,0,
4772,Security Wizard: History Server should be a different section for MR service., secur wizard histori server differ section mr servic,Earlier History Server was not a different service component and was always co-hosted with JobTracker for HDP-1.x. So we had a same section for Job Tracker and History server in security wizard config page.After AMBARI-2617 and AMBARI-4207 fix  it's possible to have JobTracker and History Server on different host via Ambari web-ui. With this capability it's important to show Job History Server as a different section in Security Wizard MR service config page., earlier histori server differ servic compon alway co host job tracker hdp x so section job tracker histori server secur wizard config page after ambari ambari fix possibl job tracker histori server differ host via ambari web ui with capabl import show job histori server differ section secur wizard mr servic config page,0,0,0,0,0,0,
4777,Restart indicators work incorrectly after adding component, restart indic work incorrectli ad compon,STR: Deploy cluster with DataNodes on 2 from 3 hosts. Change DataNode maximum Java heap size from 1024 to 1025. Check that Restart indicators appeared and 2 DataNodes require restart. Add DataNode on missing host. Change property DataNode maximum Java heap size back to 1024.Result: Those two DataNodes still require restart and added DataNode not.Gluster properties shouldn't be added unless GLUSTERFS is installed., str deploy cluster data node host chang data node maximum java heap size check restart indic appear data node requir restart add data node miss host chang properti data node maximum java heap size back result those two data node still requir restart ad data node gluster properti ad unless glusterf instal,0,0,0,0,0,0,
4779,Add services wizard throw JS exception, add servic wizard throw js except,See attached. During Customize Services.I installed a cluster w/o Storm  and went to add Storm., see attach dure custom servic i instal cluster w storm went add storm,0,0,0,0,0,0,
4787,/var/lib/hadoop-hdfs/ location does not has +x permission for others, var lib hadoop hdf locat x permiss other,The file defined by dfs.domain.socket.path must give +x permission for other user. &lt;property&gt; &lt;name&gt;dfs.domain.socket.path&lt;/name&gt; &lt;value&gt;/var/lib/hadoop-hdfs/dn_socket&lt;/value&gt; &lt;/property&gt;Currently  In ambari installed cluster  /var/lib/hadoop-hdfs does not give +x permission to other user[root@ambari-sec-1392876050-hdfs-re-8 ~]# stat /var/lib/hadoop-hdfs/ File: '/var/lib/hadoop-hdfs/' Size: 4096 Blocks: 8 IO Block: 4096 directoryDevice: 803h/2051d Inode: 1182008 Links: 3Access: (0750/drwxr-x---) Uid: ( 1005/ hdfs) Gid: ( 500/ hadoop)Access: 2014-02-18 18:10:35.000000000 -0800Modify: 2014-02-20 07:50:55.274766162 -0800Change: 2014-02-20 07:50:55.274766162 -0800Due to this Issue  hadoop commands are seeing below WARN messages. 2014-02-18 05:54:32 734|beaver.machine|INFO|RUNNING: /usr/bin/hdfs dfs -tail /user/hrt_qa/hdfsRegressionData/smallFiles/smallRDFile7552014-02-18 05:54:35 528|beaver.machine|INFO|14/02/18 05:54:35 WARN hdfs.BlockReaderLocal: error creating DomainSocket2014-02-18 05:54:35 528|beaver.machine|INFO|java.net.ConnectException: connect(2) error: Permission denied when trying to connect to '/var/lib/hadoop-hdfs/dn_socket'2014-02-18 05:54:35 528|beaver.machine|INFO|at org.apache.hadoop.net.unix.DomainSocket.connect0(Native Method)2014-02-18 05:54:35 529|beaver.machine|INFO|at org.apache.hadoop.net.unix.DomainSocket.connect(DomainSocket.java:250)2014-02-18 05:54:35 529|beaver.machine|INFO|at org.apache.hadoop.hdfs.DomainSocketFactory.createSocket(DomainSocketFactory.java:158)2014-02-18 05:54:35 529|beaver.machine|INFO|at org.apache.hadoop.hdfs.BlockReaderFactory.nextDomainPeer(BlockReaderFactory.java:691)2014-02-18 05:54:35 529|beaver.machine|INFO|at org.apache.hadoop.hdfs.BlockReaderFactory.createShortCircuitReplicaInfo(BlockReaderFactory.java:439)2014-02-18 05:54:35 529|beaver.machine|INFO|at org.apache.hadoop.hdfs.client.ShortCircuitCache.create(ShortCircuitCache.java:669)The expected Permissions on this location is as below.[root@ambari-sec-1392876050-yarn-10 ~]# stat /var/lib/hadoop-hdfs/ File: '/var/lib/hadoop-hdfs/' Size: 4096 Blocks: 8 IO Block: 4096 directoryDevice: 803h/2051d Inode: 1181767 Links: 3Access: (0751/drwxr-x--x) Uid: ( 1005/ hdfs) Gid: ( 500/ hadoop)Access: 2014-02-20 18:00:06.586040913 -0800Modify: 2014-02-20 07:06:28.267889888 -0800Change: 2014-02-20 17:59:56.629052410 -0800, the file defin df domain socket path must give x permiss user lt properti gt lt name gt df domain socket path lt name gt lt valu gt var lib hadoop hdf dn socket lt valu gt lt properti gt current in ambari instal cluster var lib hadoop hdf give x permiss user root ambari sec hdf stat var lib hadoop hdf file var lib hadoop hdf size block io block directori devic h inod link access drwxr x uid hdf gid hadoop access modifi chang due issu hadoop command see warn messag beaver machin info run usr bin hdf df tail user hrt qa hdf regress data small file small rd file beaver machin info warn hdf block reader local error creat domain socket beaver machin info java net connect except connect error permiss deni tri connect var lib hadoop hdf dn socket beaver machin info org apach hadoop net unix domain socket connect nativ method beaver machin info org apach hadoop net unix domain socket connect domain socket java beaver machin info org apach hadoop hdf domain socket factori creat socket domain socket factori java beaver machin info org apach hadoop hdf block reader factori next domain peer block reader factori java beaver machin info org apach hadoop hdf block reader factori creat short circuit replica info block reader factori java beaver machin info org apach hadoop hdf client short circuit cach creat short circuit cach java the expect permiss locat root ambari sec yarn stat var lib hadoop hdf file var lib hadoop hdf size block io block directori devic h inod link access drwxr x x uid hdf gid hadoop access modifi chang,0,0,0,0,0,0,
