issue_id,summary,description,target_Security,target_Performance
1885, sourc distribut rc includ derbi log file sourc distribut rc includ derbi log file, db derbi src releas candid built includ derbi log file db derbi src derbi log db derbi src java demo toursdb derbi logFile size ls derbi log rw rw jta jta sep derbi log ls java demo toursdb derbi log rw rr jta jta sep java demo toursdb derbi logIf releas candid need rebuilt would good remov derbi log file harm anyth consum littl space db derbi lib db derbi bin distribut file db derbi src releas candid built includ derbi log file db derbi src derbi log db derbi src java demo toursdb derbi log file size ls derbi log rw rw jta jta sep derbi log ls java demo toursdb derbi log rw rr jta jta sep java demo toursdb derbi log releas candid need rebuilt would good remov derbi log file harm anyth consum littl space db derbi lib db derbi bin distribut file,0,0
1891, error refer non exist codepoint secktn need correct error refer non exist codepoint secktn need correct, error network protocol except secktn not return connect termin NET_SECTKN_NOT_RETURNED org apach derbi drda client net NetConnection javaI search drda spec could not find SECKTN find SECTKN think error messag get chang SECTKN non exist codepoint seem refer XN secktn not return affect follow english messag properti file brazilian messag properti file document SQLStates find master probabl go although not import enough hold releas target myrna error network protocol except secktn not return connect termin NET SECTKN NOT RETURNED org apach derbi drda client net net connect java search drda spec could not find SECKTN find SECTKN think error messag get chang SECTKN non exist codepoint seem refer XN secktn not return affect follow english messag properti file brazilian messag properti file document SQL state find master probabl go although not import enough hold releas target myrna,0,0
1894, SQLSTATE occur qualifi column synonym ORDER claus SQLSTATE occur qualifi column synonym ORDER claus, SQLSTATE occur qualifi column synonym ORDER claus synonym declar differ schema ij version ij gt connect jdbc derbi wombat creat true ij gt creat schema test row insert updat deletedij gt creat schema test row insert updat deletedij gt creat tabl test testtabl id bigint not null row insert updat deletedij gt creat synonym test testtabl test testtabl row insert updat deletedij gt set schema test row insert updat deletedij gt select testtabl id testtabl ID row selectedij gt set schema test row insert updat deletedij gt select testtabl id testtabl ID row selectedij gt select testtabl id testtabl order testtabl id ERROR TESTTABLE not expos tabl name scope appear ij gt SQLSTATE occur qualifi column synonym ORDER claus synonym declar differ schema ij version ij gt connect jdbc derbi wombat creat true ij gt creat schema test row insert updat deletedij gt creat schema test row insert updat deletedij gt creat tabl test testtabl id bigint not null row insert updat deletedij gt creat synonym test testtabl test testtabl row insert updat deletedij gt set schema test row insert updat deletedij gt select testtabl id testtabl ID row selectedij gt set schema test row insert updat deletedij gt select testtabl id testtabl ID row selectedij gt select testtabl id testtabl order testtabl id ERROR TESTTABLE not expos tabl name scope appear ij gt,0,0
1899, sourc distribut miss mani file includ file not sourc distribut miss mani file includ file not, sourc distribut miss top level bin maven directori well BUILDING txt README index html publish api overview html also tool directori miss releas build xml addit tool test derbi contain complet set derbi jar remov src distribut sourc distribut miss top level bin maven directori well BUILDING txt README index html publish api overview html also tool directori miss releas build xml addit tool test derbi contain complet set derbi jar remov src distribut,0,0
1900, script bin distribut not execut permiss script bin distribut not execut permiss, script bin directori distribut not execut permiss dir list rw rr rajeshk RD dblookrw rr rajeshk RD dblook batrw rr rajeshk RD derby_common batrw rr rajeshk RD derby_common shrw rr rajeshk RD ijrw rr rajeshk RD ij bat issu rais list earlierhttp www nabbl com question script bin directori derbi instal htmlbut look not fulli resolv script bin directori distribut not execut permiss dir list rw rr rajeshk RD dblookrw rr rajeshk RD dblook batrw rr rajeshk RD derby_common batrw rr rajeshk RD derby_common shrw rr rajeshk RD ijrw rr rajeshk RD ij bat issu rais list earlierhttp www nabbl com question script bin directori derbi instal htmlbut look not fulli resolv,1,0
1909, ALTER TABLE DROP COLUMN need updat GRANTed column privileg ALTER TABLE DROP COLUMN need updat GRAN ted column privileg, ALTER TABLE DROP COLUMN use drop column tabl need updat GRANTed column privileg tabl follow behavior need provid DROP COLUMN need automat revok privileg grant column privileg grant column tabl need adjust due chang column posit numbersWhen problem fix follow addit cleanup step occur check disabl DROP COLUMN sqlAuthorization mode need remov comment AlterTableConstantAction need revis test lang altertableDropColumn sql move altert sql altertableDropColumn sql altertableDropColumn deletedSearch JIRA issu number code find relev place chang ALTER TABLE DROP COLUMN use drop column tabl need updat GRAN ted column privileg tabl follow behavior need provid DROP COLUMN need automat revok privileg grant column privileg grant column tabl need adjust due chang column posit number problem fix follow addit cleanup step occur check disabl DROP COLUMN sql author mode need remov comment alter tabl constant action need revis test lang altert drop column sql move altert sql altert drop column sql altert drop column delet search JIRA issu number code find relev place chang,1,0
1921, bring STATUS file date bring STATUS file date, STATUS file stale vote taken sinc februari mention develop trunk label committ list stale STATUS file stale vote taken sinc februari mention develop trunk label committ list stale,0,0
1922, readm html framework not mention derbi client minor typo exampl html readm html framework not mention derbi client minor typo exampl html, readm html file framework mention JCC driver noth derbycli also demo program simpl exampl html minor issu typo section next run SimpleApp demo derbi client mode step classpath mention NOT FOUND CLASS PATH derbi client librari db jcc jar com ibm db jcc DB driver not found show JCC info instead derbi client readm html file framework mention JCC driver noth derbycli also demo program simpl exampl html minor issu typo section next run simpl app demo derbi client mode step classpath mention NOT FOUND CLASS PATH derbi client librari db jcc jar com ibm db jcc DB driver not found show JCC info instead derbi client,0,0
1925, add encryt databas test case upgrad test add encryt databas test case upgrad test, add encrypt un encrypt databas encrypt encrypt databas test case upgrad test pleas see DERBY detail encrypt featur encrytpion test case ad run test execut use jar file upgrad test mix old version derbi class jar file new class run code line use class caus boot time error databas encrypt kind mix differ version class not support see DERBY add encrypt un encrypt databas encrypt encrypt databas test case upgrad test pleas see DERBY detail encrypt featur encrytpion test case ad run test execut use jar file upgrad test mix old version derbi class jar file new class run code line use class caus boot time error databas encrypt kind mix differ version class not support see DERBY,0,0
1953, make claus MODE DB SQL CREATE TRIGGER statement option make claus MODE DB SQL CREATE TRIGGER statement option, accord SQL standard section lt trigger definit gt syntax rule item neither ROW nor STATEMENT specifi STATEMENT implicit ROW STATEMENT accord SQL standard section lt trigger definit gt syntax rule item neither ROW nor STATEMENT specifi STATEMENT implicit ROW STATEMENT,0,0
