summary,description,Security,Performance
Switching out of Jobs page does not launch popup anymore,On the jobs page click on Job-X and see the popup with all the job information. Now switch to Services page and come back to the jobs page. Now clicking on Job-X will not launch popup.,0 ,0 
Cluster missing hosts after successful install and restart.,Cluster missing hosts after successful install and restart. This bug got introduced due to my patch in AMBARI-1301.,0 ,0 
Add username validation for Ambari local users,,0 ,0 
Show validation error when the user specifies target hosts that are already part of the cluster,,0 ,0 
Refactor Job Browser filter,,0 ,0 
Enhance Install/Start/Test progress display,When we are showing progress for cluster install  it takes a while for any of the host-level or overall progress to show any progress completion percentage (they can get stuck at 0% for several minutes). This is because host-level completion is not displayed until the first install task for the task is complete. Instead  we should advance percentage complete when the tasks changes the status (from PENDING-&gt;QUEUED-&gt;IN_PROGRESS) to better reflect the install progress to the end user.,0 ,0 
Service Check fails after secure install due to wrong kinit path,For manually installed kdc  the kinit path in the puppet script is /usr/kerberos/bin/kinitActual location:root@ip-10-38-13-250 data]# whereis kinitkinit: /usr/bin/kiniterr: /Stage&#91;2&#93;/Hdp-hbase::Hbase::Service_check/Hdp-hadoop::Exec-hadoop&#91;hbase::service_check::test&#93;/Hdp::Exec&#91;/usr/kerberos/bin/kinit -kt /etc/security/keytabs/hdfs.headless.keytab hdfs; hadoop --config /etc/hadoop/conf fs -test -e /apps/hbase/data/usertable&#93;/Exec&#91;/usr/kerberos/bin/kinit -kt /etc/security/keytabs/hdfs.headless.keytab hdfs; hadoop --config /etc/hadoop/conf fs -test -e /apps/hbase/data/usertable&#93;: Failed to call refresh: Could not find command '/usr/kerberos/bin/kinit',0 ,0 
Externalize strings to messages.js,Externalize string resources to messages.js.,0 ,0 
Provide consistent ordering of hosts in heatmap,,0 ,0 
'No alerts' badge on the Host Detail page should be green  not red,,0 ,0 
App Browser rows colours should alternate from dark grey to light grey and back,,0 ,0 
Mouse cursor hover behavior is strange on Job Browser,When hovering the mouse cursor around Show All  Filtered  the mouse cursor changes to the 'hand' icon as expected. To the right  the cursor turns into a hand even when hovering over areas where there's no link. Hovering over 'Clear filters'  the cursor does not turn into the 'hand'.,0 ,0 
Since there is the ability to log in to Ambari Web as different users the current user should be indicated,,0 ,0 
Wrong calculation of duration filter on apps page,Wrong calculation for the duration filter if we enter just number  without h  m or s to specify the unit. By default we should take seconds as the default unit.,0 ,0 
Ambari Agent registration hangs due to Acceptor bug in Jetty for not reading through accepted connections.,Ambari Agent registration hangs due to Acceptor bug in Jetty for not reading through accepted connections.,0 ,0 
Validation for username used in service configs is broken,,1 ,0 
Failure popup shown for reconfiguring HDFS when MapReduce is not installed,,0 ,0 
Remove hard-coded stack version,,0 ,0 
Cannot proceed after bootstrapping in some cases due to a run-time error while running host checks,,0 ,0 
Optimize query call for retrieving host information,Every 15 seconds  Ambari Web makes a call to retrieve information about all hosts in the cluster. With 400+ nodes  this call retrieves about 10MB of info  since the API returns last_agent_env  which is host check results used during bootstrap and makes the payload huge.By optimizing the query string for this API call  we can cut down on the payload by more than 90%.,0 ,1 
Optimize query for getting service and host component status back from the server,The API response for getting service/host component status back from the server is unnecessarily big due to nagios_alerts being included as part of the response. This optimization can cut the payload in half or more  and also eases load on the server since it does not have to get Nagios alerts as part of fulfilling the API call.,0 ,1 
Minimize Read and Write locks for createHosts,Invocation count and exec time for ClustersImpl.mapHostToCluser very highorg.apache.ambari.server.state.cluster.ClustersImpl.mapHostToCluster(String  String) Time(ms): 252 925 Avg Time(ms): 5 269 Own Time(ms): 211Invocation Count: 48Each time host is mapped to cluster we refresh the entity manager. This results in the createHosts call taking excess of 10 minutes,0 ,1 
Optimize ganglia rrd script to be able to respond within reasonable time to queries made by the UI.,Optimize ganglia rrd script to be able to respond within reasonable time to queries made by the UI.,0 ,1 
Further optimization of querying host information from the server,Further work on optimizing query for getting host information on top of BUG-1460.,0 ,0 
Fix TestHostName to take care of issues when gethostname and getfqdn do not match.,Fix TestHostName to take care of issues when gethostname and getfqdn do not match.,0 ,0 
Fix alerts at host level if MapReduce is not selected not to alert for tasktrackers not running.,Fix alerts at host level if MapReduce is not selected not to alert for tasktrackers not running.,0 ,0 
Nagios script causes unwanted  Datanode logs.,Nagios script causes unwanted Datanode logs.,0 ,0 
Add hadoop-lzo to be one of the rpms to check for before installation.,Add hadoop-lzo to be one of the rpms to check for before installation.,0 ,0 
Make all service properties reconfigurable.,,0 ,0 
Fix start up option for ambari-server where there is a missing space.,Fix start up option for ambari-server where there is a missing space.,0 ,0 
Add hosts is broken,This is due to performance enhancements for querying hosts.Hosts/disk_info for the hosts being added is expected in the Add Hosts wizard  but it is now missing.,0 ,1 
Hosts page: add filtering by host status,Show the host status filter at the top of the Hosts table  showing the status and the number of hosts in that status.,0 ,0 
Ambari Web goes back and forth between frozen and usable state peridocially on a large cluster,The background polling to update the live status of services and host components runs every 6 seconds. When this happens  the whole UI freezes for several seconds periodically.,0 ,1 
Alerts take around 20-30 seconds to show up everytime you refresh the dashboard.,Alerts take around 20-30 seconds to show up everytime you refresh the dashboard.,0 ,1 
Hosts page layout fixes,1.Use Bootstrap-style tooltip for the hover tooltip on the host status dots as well as the disk usage bars. The current tooltip does not show up unless you rest your mouse cursor for more than a second - users will simply assume there's no tooltip hover when quickly moving the mouse cursor over them.2.We can kill some space between the status dots and the hostnames in the table as well.3.Also  there is too much margin at the top compared to the rest of the pages.,0 ,0 
Constrain the width of all wizard popups,Currently  the popup for any wizard resizes to fill up the width of the browser width with some horizontal margin. Vertically  it resizes to fit the height of the content; in some cases  it looks really silly on a wide screen.We should specify the max width of the wizard popup. Ambari Web supports two width configurations (wide and narrow)  so the wizard popup should look good in these two configurations.,0 ,0 
Jobs failed count always returns 0 in the jobtracker API metrics,See the attachments  but after running both successful and failed MapReduce jobs  the jobs submitted count includes all jobs  the jobs successful appears correct  but the jobs failed count is still 0.,0 ,0 
Stack Upgrade Wizard - resume upon page refresh / login,,0 ,0 
Host progress popup - generic component for showing progress on async operations,This is for the popup that shows up upon clicking already-performed or currently-in-progress async operations.We should take what we already have for host-level popup in Step 9 as a base and make it reusable  with a new higher level showing all hosts.,0 ,0 
Cannot start hadoop services after hdfs re-configuration and amabri server restart.,Cannot start hadoop services after several restarts since the agents.,0 ,0 
Templeton smoke test fails for secure cluster,Templeton start fails due to multiple errors.[0;36mnotice: /Stage&#91;2&#93;/Hdp-templeton::Copy-hdfs-directories/Hdp-hadoop::Hdfs::Copyfromlocal&#91;/usr/lib/hadoop/contrib/streaming/hadoop-streaming*.jar&#93;/Hdp-hadoop::Exec-hadoop&#91;fs -copyFromLocal /usr/lib/hadoop/contrib/streaming/hadoop-streaming*.jar /apps/webhcat/hadoop-streaming.jar&#93;/Hdp::Exec&#91;/usr/bin/kinit -kt /etc/security/keytabs/hcat.headless.keytab hcat; hadoop --config /etc/hadoop/conf fs -copyFromLocal /usr/lib/hadoop/contrib/streaming/hadoop-streaming*.jar /apps/webhcat/hadoop-streaming.jar&#93;/Exec&#91;/usr/bin/kinit -kt /etc/security/keytabs/hcat.headless.keytab hcat; hadoop --config /etc/hadoop/conf fs -copyFromLocal /usr/lib/hadoop/contrib/streaming/hadoop-streaming*.jar /apps/webhcat/hadoop-streaming.jar&#93;/returns: kinit: Client not found in Kerberos database while getting initial credentials^[[0m,0 ,0 
